,Indicator Name,Country Name,Country Code,Value
19560,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Norway,1,1
19561,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Portugal,1,1
19562,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Spain,1,1
19563,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Sweden,1,1
19564,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,Switzerland,1,1
19565,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male,United Kingdom,1,1
19566,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Austria,1,1
19567,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Belgium,1,1
19568,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Bulgaria,1,1
19569,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Denmark,1,1
19570,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Finland,1,1
19571,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,France,1,1
19572,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Germany,1,1
19573,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Greece,1,1
19574,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Hungary,1,1
19575,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Ireland,1,1
19576,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Italy,1,1
19577,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Netherlands,1,1
19578,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Norway,1,1
19579,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Portugal,1,1
19580,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Spain,1,1
19581,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Sweden,1,1
19582,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,Switzerland,1,1
19583,Wittgenstein Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total,United Kingdom,1,1
19584,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Austria,1,1
19585,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Belgium,1,1
19586,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Bulgaria,1,1
19587,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Denmark,1,1
19588,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Finland,1,1
19589,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,France,1,1
19590,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Germany,1,1
19591,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Greece,1,1
19592,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Hungary,1,1
19593,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Ireland,1,1
19594,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Italy,1,1
19595,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Netherlands,1,1
19596,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Norway,1,1
19597,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Portugal,1,1
19598,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Spain,1,1
19599,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Sweden,1,1
19600,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,Switzerland,1,1
19601,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female,United Kingdom,1,1
19602,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Austria,1,1
19603,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Belgium,1,1
19604,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Bulgaria,1,1
19605,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Denmark,1,1
19606,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Finland,1,1
19607,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,France,1,1
19608,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Germany,1,1
19609,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Greece,1,1
19610,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Hungary,1,1
19611,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Ireland,1,1
19612,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Italy,1,1
19613,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Netherlands,1,1
19614,Wittgenstein Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male,Norway,1,1
